millis,rpm,rpm2
81430,52.75,57.26
81440,52.75,57.30
81450,52.75,57.67
81460,70.35,56.82
81470,52.75,57.24
81480,52.75,57.86
81490,52.76,56.76
81500,70.33,56.78
81510,52.75,56.95
81520,52.75,56.84
81530,52.75,56.15
81540,70.35,56.29
81550,52.75,83.86
81560,52.75,56.20
81570,52.75,55.81
81580,52.75,56.16
81590,70.35,55.75
81600,52.75,55.54
81610,52.75,55.77
81620,52.75,56.22
81630,52.75,55.61
81640,52.76,55.33
81650,70.34,56.34
81660,52.75,55.26
81670,52.76,55.04
81680,52.75,55.02
81690,52.75,55.51
81700,52.74,54.85
81710,52.77,54.75
81720,70.34,55.70
81730,52.75,54.61
81740,52.75,54.44
81750,52.76,54.70
81760,52.75,55.07
81770,52.75,54.36
81780,52.76,54.17
81790,52.75,54.34
81800,52.75,54.22
81810,52.76,53.71
81820,70.33,53.89
81830,52.76,54.29
81840,52.75,53.68
81850,52.75,53.51
81860,52.75,53.91
81870,52.75,53.81
81880,52.75,53.22
81890,52.75,53.51
81900,52.74,53.97
81910,52.77,53.08
81920,52.75,52.86
81930,52.75,52.84
81940,52.75,53.42
81950,52.75,52.86
81960,52.75,52.60
81970,52.75,52.84
81980,52.76,52.73
81990,52.75,52.18
82000,52.75,52.60
82010,52.76,53.13
82020,52.75,52.10
82030,52.75,51.80
82040,52.75,51.92
82050,52.74,52.46
82060,52.77,51.83
82070,52.75,51.66
82080,52.75,51.92
82090,52.75,51.77
82100,52.75,51.12
82110,52.70,51.52
82120,35.21,51.51
82130,52.75,51.31
82140,52.76,50.81
82150,52.74,51.19
82160,52.77,51.74
82170,52.76,50.62
82180,52.75,50.40
82190,52.75,50.44
82200,52.75,50.91
82210,35.17,50.24
82220,52.75,50.01
82230,52.75,50.07
82240,52.76,50.39
82250,52.75,49.70
82260,52.76,49.59
82270,52.75,49.93
82280,35.17,50.09
82290,52.75,49.41
82300,52.76,49.19
82310,52.75,49.35
82320,52.75,49.01
82330,35.17,48.74
82340,52.76,48.59
82350,52.75,49.01
82360,52.75,48.73
82370,35.17,48.46
82380,52.75,48.22
82390,52.75,48.59
82400,52.76,48.34
82410,35.17,48.10
82420,52.75,47.92
82430,52.76,48.30
82440,52.75,48.02
82450,35.17,47.77
82460,52.75,47.44
82470,52.75,47.84
82480,52.75,47.42
82490,35.17,47.12
82500,52.76,46.98
82510,52.75,47.28
82520,35.17,47.39
82530,52.76,46.61
82540,52.75,46.45
82550,35.17,46.45
82560,52.75,46.97
82570,35.17,46.40
82580,52.75,46.11
82590,52.76,46.02
82600,35.17,46.82
82610,52.76,45.70
82620,52.75,45.43
82630,35.17,45.71
82640,52.75,46.13
82650,35.17,45.40
82660,52.75,45.06
82670,35.17,44.96
82680,52.75,45.22
82690,52.76,44.68
82700,35.17,44.41
82710,52.75,44.25
82720,35.17,44.17
82730,52.75,44.83
82740,35.17,44.18
82750,52.75,43.90
82760,35.17,44.11
82770,52.75,44.54
82780,35.17,43.77
82790,52.76,43.43
82800,35.17,43.33
82810,52.76,43.68
82820,35.17,43.71
82830,52.75,43.00
82840,35.17,42.87
82850,35.17,43.01
82860,52.76,43.45
82870,35.17,42.63
82880,52.76,42.28
82890,35.17,42.18
82900,52.75,42.61
82910,35.17,42.64
82920,35.17,42.01
82930,52.75,41.70
82940,35.17,41.97
82950,52.75,42.34
82960,35.17,41.58
82970,35.17,41.28
82980,52.76,41.06
82990,35.17,40.90
83000,35.17,41.73
83010,52.75,40.76
83020,35.17,40.36
83030,35.17,40.21
83040,52.75,40.60
83050,35.17,40.59
83060,35.17,40.08
83070,35.17,39.74
83080,52.76,39.91
83090,35.17,40.03
83100,35.16,39.96
83110,35.18,39.30
83120,52.76,38.94
83130,35.17,39.11
83140,35.17,39.23
83150,35.16,39.18
83160,35.18,38.67
83170,52.76,38.34
83180,35.17,38.42
83190,35.17,38.55
83200,35.17,38.47
83210,35.17,37.88
83220,35.17,37.56
83230,52.75,37.70
83240,35.17,37.92
83250,35.17,37.86
83260,35.17,37.34
83270,35.17,36.96
83280,35.17,36.73
83290,35.17,36.32
83300,35.16,37.08
83310,35.18,36.23
83320,35.17,35.94
83330,52.65,35.78
83340,35.24,35.52
83350,35.17,36.24
83360,35.17,35.39
83370,35.17,35.09
83380,35.17,35.19
83390,35.17,35.12
83400,35.17,35.36
83410,35.17,35.14
83420,35.17,34.50
83430,35.17,34.14
83440,17.59,34.16
83450,35.17,34.17
83460,35.17,34.41
83470,35.17,34.19
83480,35.17,33.66
83490,35.17,33.15
83500,35.17,32.92
83510,35.17,32.72
83520,35.17,33.58
83530,35.17,32.64
83540,17.58,32.98
83550,35.17,32.69
83560,35.17,32.53
83570,35.17,32.34
83580,35.17,33.25
83590,35.17,32.46
83600,35.16,32.17
83610,17.59,32.38
83620,35.17,32.28
83630,35.17,32.10
83640,35.17,33.08
83650,35.17,32.24
83660,35.17,32.21
83670,35.17,32.62
83680,17.58,32.43
83690,35.17,32.27
83700,35.17,33.30
83710,35.17,32.61
83720,35.17,32.63
83730,35.17,33.04
83740,35.17,33.25
83750,35.17,33.77
83760,17.58,33.82
83770,35.17,33.26
83780,35.17,33.30
83790,35.17,33.69
83800,35.17,33.94
83810,35.17,34.37
83820,35.17,34.28
83830,35.17,33.95
83840,35.17,33.88
83850,35.16,33.90
83860,35.18,33.80
83870,35.17,34.88
83880,35.17,34.21
83890,35.17,34.27
83900,35.17,34.66
83910,35.17,34.94
83920,35.17,35.38
83930,35.17,35.56
83940,35.17,35.30
83950,35.17,35.23
83960,35.17,35.28
83970,35.17,35.26
83980,35.17,36.30
83990,35.17,35.75
84000,35.17,35.84
84010,35.17,36.12
84020,35.17,36.35
84030,35.17,36.90
84040,35.17,36.98
84050,35.17,36.60
84060,35.17,36.50
84070,35.17,36.62
84080,35.17,36.62
84090,52.75,37.67
84100,35.17,37.41
84110,35.17,37.21
84120,35.17,37.32
84130,35.17,37.38
84140,35.17,38.49
84150,35.17,37.85
84160,52.76,38.00
84170,35.17,38.13
84180,35.17,38.18
84190,35.17,39.22
84200,35.17,38.62
84210,52.75,38.74
84220,35.17,38.91
84230,35.17,38.98
84240,35.17,40.09
84250,52.64,39.66
84260,35.24,39.61
84270,35.17,39.79
84280,35.17,39.85
84290,52.76,40.79
84300,35.17,40.33
84310,35.17,40.25
84320,52.75,40.74
84330,35.17,41.14
84340,35.17,41.39
84350,52.70,40.82
84360,35.21,41.02
84370,35.17,41.34
84380,52.76,41.97
84390,35.17,41.47
84400,35.17,41.47
84410,52.75,41.72
84420,35.17,41.83
84430,35.17,42.90
84440,52.75,42.39
84450,35.16,42.33
84460,52.77,42.91
84470,35.17,43.13
84480,52.75,42.83
84490,35.17,42.81
84500,35.17,42.95
84510,52.75,43.09
84520,35.17,44.12
84530,52.76,43.62
84540,35.17,43.46
84550,52.75,43.91
84560,35.17,44.25
84570,52.75,44.15
84580,35.17,44.07
84590,52.76,44.24
84600,52.61,44.94
84610,35.27,45.30
84620,52.75,44.78
84630,35.17,44.76
84640,52.75,45.00
84650,35.16,46.00
84660,52.77,45.46
84670,52.75,45.55
84680,35.17,45.96
84690,52.76,46.71
84700,35.17,46.17
84710,52.75,45.90
84720,52.75,46.42
84730,35.17,46.69
84740,52.75,46.60
84750,52.76,46.44
84760,35.17,46.61
84770,52.75,47.32
84780,52.76,47.14
84790,35.17,47.04
84800,52.76,47.08
84810,52.75,47.71
84820,35.17,48.03
84830,52.75,47.60
84840,52.75,47.69
84850,52.75,48.22
84860,35.17,48.43
84870,52.75,48.01
84880,52.75,48.11
84890,52.75,48.77
84900,35.17,49.07
84910,52.75,48.63
84920,52.75,48.70
84930,52.75,49.22
84940,35.17,49.52
84950,52.74,49.11
84960,52.77,49.12
84970,52.75,49.68
84980,52.75,49.54
84990,35.17,49.45
85000,52.74,49.45
85010,52.77,50.10
85020,52.75,50.21
85030,52.75,49.96
85040,52.75,50.58
85050,52.75,51.30
85060,35.17,50.84
85070,52.75,50.47
85080,52.75,51.07
85090,52.75,51.83
85100,52.74,51.13
85110,52.77,51.10
85120,52.76,51.43
85130,52.75,52.07
85140,52.75,51.60
85150,52.74,51.57
85160,52.77,52.03
85170,52.75,52.17
85180,52.76,51.84
85190,52.75,52.48
85200,52.75,53.22
85210,52.75,52.17
85220,52.75,52.15
85230,52.76,52.48
85240,52.75,53.13
85250,52.75,52.71
85260,52.75,52.68
85270,52.75,53.16
85280,52.75,53.09
85290,52.75,52.81
85300,52.75,53.32
85310,52.75,54.11
85320,52.76,53.21
85330,52.75,53.21
85340,52.75,53.48
85350,52.76,54.14
85360,52.75,53.79
85370,52.75,53.78
85380,52.75,54.39
85390,52.75,54.51
85400,52.75,54.02
85410,52.76,54.38
85420,52.75,55.18
85430,70.34,54.46
85440,52.76,54.34
85450,52.75,41.85
85460,52.76,55.04
85470,52.75,54.51
85480,52.75,55.07
85490,52.75,55.91
85500,52.74,54.88
85510,70.36,55.07
85520,52.75,55.49
85530,52.75,55.61
85540,52.75,55.13
85550,52.74,55.72
85560,52.77,56.53
85570,70.34,55.90
85580,52.75,55.77
85590,52.75,56.33
85600,52.75,56.33
85610,52.75,56.00
85620,52.76,56.56
85630,70.33,56.98
85640,52.75,56.54
85650,52.74,56.54
85660,52.77,56.87
85670,70.34,56.58
85680,52.75,56.54
85690,52.75,57.00
85700,52.75,57.64
85710,70.35,57.08
85720,52.75,57.62
85730,52.76,58.34
85740,52.75,57.24
85750,70.34,57.28
85760,52.75,57.83
85770,52.75,58.04
85780,70.34,57.62
85790,52.75,57.86
85800,52.75,58.46
85810,52.76,58.07
85820,70.33,58.40
85830,52.76,59.31
85840,52.75,58.17
85850,70.34,58.07
85860,52.75,58.66
85870,52.75,58.75
85880,70.35,58.40
85890,52.75,58.83
85900,52.75,59.39
85910,70.34,58.58
85920,52.75,59.25
85930,70.35,59.69
85940,52.75,59.21
85950,52.75,59.17
85960,70.34,60.45
85970,52.75,59.31
85980,52.75,59.19
85990,70.34,90.83
86000,52.75,60.06
86010,70.35,59.47
86020,52.75,59.83
86030,52.75,60.33
86040,70.34,59.81
86050,52.75,60.28
86060,70.33,60.74
86070,52.76,60.28
86080,70.34,60.66
86090,52.75,61.55
86100,70.35,60.62
86110,52.75,60.51
86120,52.75,60.85
86130,70.35,60.62
86140,52.75,60.64
86150,70.34,61.12
86160,52.75,61.34
86170,70.34,60.83
86180,52.75,61.21
86190,70.34,61.49
86200,52.76,60.72
86210,70.34,61.06
86220,52.75,61.72
86230,70.34,61.10
86240,52.75,61.90
86250,70.34,62.31
86260,52.75,62.01
86270,70.35,62.31
86280,52.75,63.26
86290,70.34,62.36
86300,52.74,62.27
86310,70.35,63.51
86320,70.35,62.51
86330,52.75,62.42
86340,70.35,63.71
86350,52.75,62.45
86360,70.34,62.74
86370,52.75,63.16
86380,70.35,62.92
86390,70.34,63.14
86400,52.74,63.58
86410,70.36,63.28
86420,52.75,63.05
86430,70.34,63.39
86440,70.34,63.03
86450,52.74,62.80
86460,70.36,63.32
86470,52.75,63.55
86480,70.33,63.03
86490,70.34,63.55
86500,52.76,63.90
86510,70.34,63.44
86520,70.34,64.06
86530,52.75,64.23
86540,70.34,63.39
86550,52.75,63.83
86560,70.34,64.18
86570,70.33,63.74
86580,52.75,64.32
86590,70.34,64.77
86600,70.35,63.92
86610,52.75,64.30
86620,70.34,64.70
86630,70.34,64.18
86640,52.76,64.70
86650,70.33,65.08
86660,70.35,64.30
86670,52.75,64.77
86680,70.34,65.11
86690,70.34,64.67
86700,70.34,65.20
86710,52.76,65.30
86720,70.34,64.63
86730,70.34,65.30
86740,52.75,65.62
86750,70.33,64.79
86760,70.35,65.23
86770,70.34,64.99
86780,52.75,65.06
86790,70.34,65.59
86800,70.34,65.25
86810,52.75,65.42
86820,70.35,66.06
86830,70.34,65.69
86840,70.34,65.94
86850,52.75,66.43
86860,70.35,66.03
86870,70.34,66.11
86880,70.34,67.43
86890,70.34,66.58
86900,52.75,66.41
86910,70.35,67.69
86920,70.34,66.89
86930,70.34,67.22
86940,70.34,67.38
86950,52.75,67.17
86960,70.34,67.32
86970,70.34,67.45
86980,70.35,66.64
86990,70.33,67.09
87000,70.34,67.53
87010,52.75,66.76
87020,70.35,67.17
87030,70.34,67.45
87040,70.34,66.71
87050,70.34,67.43
87060,52.75,67.71
87070,70.34,67.14
87080,70.34,67.66
87090,70.34,67.25
87100,70.34,67.56
87110,70.34,68.85
87120,70.34,67.95
87130,52.75,67.63
87140,70.34,68.83
87150,70.34,68.00
87160,70.33,68.37
87170,70.35,68.45
87180,70.34,67.66
87190,70.34,68.24
87200,70.34,68.58
87210,52.75,67.87
87220,70.34,68.40
87230,70.33,68.83
87240,70.35,68.05
87250,70.34,68.56
87260,70.33,68.34
87270,70.34,68.45
87280,70.35,69.78
87290,70.34,68.88
87300,70.34,68.85
87310,70.34,69.37
87320,52.75,68.96
87330,70.34,69.34
87340,70.33,69.42
87350,70.35,68.64
87360,70.34,69.15
87370,70.34,69.64
87380,70.33,69.04
87390,70.34,69.40
87400,70.35,69.12
87410,70.34,69.34
87420,70.33,70.68
87430,70.34,69.70
87440,70.34,69.86
87450,70.34,70.09
87460,70.35,69.34
87470,70.33,69.81
87480,70.35,70.34
87490,70.33,69.48
87500,70.34,69.98
87510,70.35,69.70
87520,70.34,70.03
87530,70.34,71.31
87540,70.33,70.26
87550,70.35,70.51
87560,70.34,70.91
87570,70.34,70.06
87580,70.34,70.71
87590,70.33,71.08
87600,70.35,70.34
87610,70.34,70.88
87620,70.34,70.68
87630,70.33,70.88
87640,70.35,72.19
87650,70.33,71.17
87660,70.34,71.31
87670,70.34,71.75
87680,70.35,70.85
87690,70.34,71.48
87700,70.34,71.86
87710,70.34,71.14
87720,70.33,71.63
87730,70.34,71.34
87740,87.93,71.66
87750,70.34,71.92
87760,70.34,71.11
87770,70.33,71.57
87780,70.34,71.98
87790,70.34,70.99
87800,70.34,71.57
87810,70.35,71.37
87820,70.34,71.60
87830,70.34,72.94
87840,70.34,72.01
87850,70.34,72.10
87860,87.92,72.58
87870,70.33,71.72
87880,70.35,72.37
87890,70.34,71.78
87900,70.34,71.80
87910,70.33,73.30
87920,70.35,72.34
87930,70.34,72.49
87940,70.34,73.00
87950,87.92,72.10
87960,70.33,72.76
87970,70.35,72.25
87980,70.34,72.31
87990,70.33,73.58
88000,70.35,72.61
88010,70.34,72.76
88020,87.92,73.27
88030,70.34,72.37
88040,70.34,72.94
88050,70.34,72.58
88060,70.34,72.82
88070,70.34,74.10
88080,70.34,73.42
88090,87.92,73.33
88100,70.35,73.73
88110,70.34,73.06
88120,70.34,73.58
88130,70.34,73.30
88140,87.92,73.86
88150,70.35,74.10
88160,70.34,73.24
88170,70.33,73.92
88180,70.35,74.29
88190,87.92,73.61
88200,70.34,75.05
88210,70.33,74.29
88220,70.35,74.39
88230,70.34,74.48
88240,87.92,73.82
88250,70.34,74.32
88260,70.33,73.92
88270,70.35,74.01
88280,87.92,74.89
88290,70.35,74.04
88300,70.34,74.54
88310,70.34,74.99
88320,70.34,74.17
88330,87.92,75.73
88340,70.34,74.70
88350,70.33,74.83
88360,87.93,75.28
88370,70.34,74.26
88380,70.34,74.86
88390,70.34,74.64
88400,87.92,75.21
88410,70.34,75.67
88420,70.33,74.80
88430,70.35,75.38
88440,87.92,74.99
88450,70.35,75.28
88460,70.34,76.69
88470,87.92,75.05
88480,70.34,75.67
88490,70.33,76.06
88500,70.34,75.12
88510,87.93,76.79
88520,70.34,75.83
88530,70.33,75.93
88540,87.93,76.29
88550,70.33,75.34
88560,70.35,75.90
88570,87.92,76.13
88580,70.35,76.22
88590,70.34,76.62
88600,87.92,75.70
88610,70.34,76.13
88620,70.34,75.90
88630,87.92,76.56
88640,70.34,76.92
88650,70.34,76.03
88660,87.92,76.56
88670,70.33,76.39
88680,87.86,76.89
88690,70.40,77.26
88700,70.34,76.26
88710,87.92,76.79
88720,70.34,76.29
88730,70.34,76.69
88740,87.92,77.13
88750,70.32,76.29
88760,70.35,76.92
88770,87.92,76.56
88780,70.35,76.79
88790,87.92,77.60
88800,70.34,76.79
88810,70.34,77.40
88820,87.92,77.03
88830,70.34,77.30
88840,87.92,77.67
88850,70.35,76.82
88860,70.34,77.47
88870,87.92,77.13
88880,70.34,77.23
88890,87.92,78.19
88900,70.35,77.30
88910,87.92,77.84
88920,70.34,77.36
88930,70.34,77.60
88940,87.93,78.19
88950,70.33,77.33
88960,87.93,77.88
88970,70.33,77.64
88980,87.93,78.12
88990,70.34,78.26
89000,70.33,77.43
89010,87.93,78.02
89020,70.34,77.84
89030,87.92,78.36
89040,70.35,78.68
89050,87.92,77.91
89060,70.33,78.36
89070,87.93,78.61
89080,70.34,78.57
89090,87.92,79.03
89100,70.34,78.26
89110,87.80,79.93
89120,70.44,79.03
89130,70.34,79.00
89140,87.92,79.39
89150,70.32,78.50
89160,87.95,80.08
89170,70.33,79.25
89180,87.93,79.25
89190,70.34,79.57
89200,87.92,78.93
89210,70.34,80.33
89220,87.93,78.93
89230,70.34,79.50
89240,87.92,78.89
89250,87.92,79.53
89260,70.34,79.90
89270,87.92,79.18
89280,70.33,79.68
89290,87.93,79.90
89300,70.34,79.86
89310,87.92,80.15
89320,70.34,79.03
89330,87.92,80.92
89340,70.34,79.93
89350,87.93,80.11
89360,70.34,80.74
89370,87.92,80.15
89380,87.92,80.59
89390,70.34,79.71
89400,87.93,80.08
89410,70.34,79.57
89420,87.92,80.26
89430,70.35,80.59
89440,87.92,79.82
89450,87.92,81.64
89460,70.35,80.81
89470,87.92,80.85
89480,70.33,81.45
89490,87.92,80.74
89500,87.93,81.34
89510,70.34,80.33
89520,87.92,80.81
89530,70.34,80.26
89540,87.93,80.78
89550,87.92,81.07
89560,70.33,80.08
89570,87.93,82.02
89580,70.33,81.00
89590,87.93,81.26
89600,87.92,80.63
89610,70.33,81.04
89620,87.92,81.87
89630,70.35,80.96
89640,87.92,81.49
89650,87.93,81.87
89660,70.33,81.98
89670,87.93,82.52
89680,87.92,81.94
89690,70.34,83.34
89700,87.92,81.75
89710,87.92,82.44
89720,70.33,153.45
89730,87.92,82.52
89740,87.93,82.79
89750,70.34,81.64
89760,87.92,83.46
89770,87.92,81.56
89780,70.34,82.21
89790,87.92,81.53
89800,87.92,82.06
89810,87.82,82.29
89820,70.42,81.15
89830,87.92,82.99
89840,70.34,81.94
89850,87.93,81.90
89860,87.92,81.34
89870,70.35,81.64
89880,87.92,82.29
89890,87.92,81.37
89900,70.34,81.94
89910,87.92,82.25
89920,87.92,82.29
89930,70.35,82.87
89940,87.92,82.25
89950,87.92,83.07
89960,87.93,82.33
89970,70.34,82.83
89980,87.92,83.26
89990,87.92,83.54
90000,70.34,83.90
90010,87.92,83.07
90020,87.93,83.74
90030,87.92,82.48
90040,70.34,83.10
90050,87.92,83.42
90060,87.92,83.42
90070,87.92,83.07
90080,70.33,83.54
90090,87.93,84.14
90100,87.92,83.07
90110,87.92,84.87
90120,70.33,83.82
90130,87.93,83.90
90140,87.92,83.58
90150,87.92,84.50
90160,87.92,84.75
90170,70.33,83.50
90180,87.93,85.28
90190,87.92,83.54
90200,87.92,84.10
90210,87.92,84.50
90220,70.34,84.67
90230,87.93,84.99
90240,87.92,84.10
90250,87.93,84.99
90260,87.92,84.14
90270,70.34,84.87
90280,87.92,84.87
90290,87.92,84.75
90300,87.92,84.42
90310,87.92,85.28
90320,87.92,85.61
90330,70.35,84.34
90340,87.92,86.20
90350,87.92,84.71
90360,87.92,85.45
90370,87.92,85.49
90380,87.92,85.45
90390,87.92,84.99
90400,70.35,85.28
90410,87.92,85.99
90420,87.92,84.95
90430,87.92,86.41
90440,87.92,84.79
90450,87.92,85.12
90460,87.93,85.45
90470,70.33,85.41
90480,87.92,85.70
90490,87.93,84.79
90500,87.92,85.49
90510,87.92,84.71
90520,87.92,86.50
90530,70.34,85.32
90540,87.93,85.28
90550,87.92,84.95
90560,87.92,85.91
90570,87.92,86.29
90580,87.92,85.45
90590,87.92,86.20
90600,87.92,85.24
90610,70.34,85.91
90620,87.93,86.33
90630,87.92,86.37
90640,87.92,85.66
90650,87.92,86.20
90660,87.92,86.71
90670,87.92,86.03
90680,87.92,86.84
90690,87.92,85.99
90700,87.92,87.92
90710,87.92,85.99
90720,70.33,86.71
90730,87.93,86.12
90740,87.92,86.71
90750,87.92,87.40
90760,87.92,86.80
90770,87.92,87.57
90780,87.92,86.63
90790,87.92,88.68
90800,87.92,86.71
90810,87.92,87.31
90820,87.93,87.49
90830,87.92,87.44
90840,87.92,86.80
90850,87.92,87.36
90860,87.92,87.92
90870,87.93,87.10
90880,87.92,87.97
90890,87.92,87.10
90900,87.93,88.95
90910,87.92,87.36
90920,87.92,88.01
90930,87.92,88.41
90940,87.92,88.54
90950,87.93,87.97
90960,87.92,88.81
90970,87.92,89.22
90980,87.93,88.50
90990,87.92,89.22
91000,87.92,88.28
91010,87.92,90.18
91020,87.92,88.50
91030,87.92,88.99
91040,87.92,89.40
91050,87.92,89.31
91060,105.51,89.31
91070,87.92,89.22
91080,87.92,88.59
91090,87.92,89.13
91100,87.93,89.63
91110,87.92,88.68
91120,87.92,89.40
91130,87.93,88.19
91140,87.92,90.13
91150,87.92,88.23
91160,87.92,88.77
91170,87.93,88.95
91180,87.92,88.86
91190,87.93,88.10
91200,87.92,88.72
91210,87.92,89.31
91220,87.92,88.46
91230,105.51,89.26
91240,87.92,88.50
91250,87.92,89.13
91260,87.93,88.01
91270,87.92,89.99
91280,87.92,88.01
91290,87.92,88.77
91300,87.93,88.95
91310,87.92,89.13
91320,87.92,88.50
91330,87.92,89.31
91340,87.92,89.81
91350,87.91,89.22
91360,87.95,90.04
91370,87.92,89.31
91380,105.52,90.41
91390,87.92,89.45
91400,87.92,91.45
91410,87.92,89.58
91420,87.92,90.09
91430,87.92,90.23
91440,87.92,90.32
91450,87.92,89.63
91460,105.50,90.41
91470,87.92,89.81
91480,87.93,90.74
91490,87.92,91.30
91500,87.92,90.27
91510,87.93,90.93
91520,87.92,89.86
91530,105.50,91.02
91540,87.93,90.13
91550,87.92,92.21
91560,87.93,90.50
91570,87.92,91.07
91580,87.93,91.16
91590,105.51,90.97
91600,87.92,91.30
91610,87.92,91.35
91620,87.92,90.83
91630,87.92,91.54
91640,105.51,90.83
91650,87.93,91.35
91660,87.92,91.92
91670,87.92,91.30
91680,87.92,92.12
91690,105.50,91.21
91700,87.92,91.88
91710,87.92,90.83
91720,87.93,92.89
91730,87.92,91.16
91740,105.51,93.14
91750,87.92,91.07
91760,87.92,91.78
91770,87.92,92.12
91780,105.50,91.97
91790,87.93,92.21
91800,87.92,92.26
91810,87.93,91.64
91820,105.51,92.50
91830,87.92,91.88
91840,87.93,92.55
91850,87.90,92.94
91860,105.53,92.65
91870,87.93,93.24
91880,87.92,92.26
91890,87.92,92.99
91900,105.51,92.50
91910,87.92,93.19
91920,87.93,91.97
91930,105.51,93.24
91940,87.92,92.31
91950,87.92,94.29
91960,87.92,92.16
91970,105.51,94.34
91980,87.92,92.46
91990,87.92,92.94
92000,105.52,92.46
92010,87.92,93.04
92020,87.92,93.44
92030,87.93,93.49
92040,105.50,93.59
92050,87.93,93.59
92060,87.92,92.85
92070,105.50,93.64
92080,87.92,92.94
92090,87.92,93.49
92100,105.52,92.99
92110,87.92,93.84
92120,87.93,94.39
92130,105.51,93.99
92140,87.92,94.49
92150,87.92,93.44
92160,105.52,94.39
92170,87.92,93.74
92180,87.92,94.34
92190,105.50,93.69
92200,87.93,94.59
92210,87.92,93.29
92220,105.51,94.44
92230,87.93,93.44
92240,87.92,95.52
92250,105.50,93.54
92260,87.92,95.57
92270,105.52,93.49
92280,87.92,95.67
92290,87.93,93.74
92300,105.51,95.73
92310,87.92,93.94
92320,87.93,94.59
92330,105.51,94.04
92340,87.92,94.54
92350,105.51,93.89
92360,87.93,94.64
92370,87.92,94.95
92380,105.50,94.75
92390,87.92,95.16
92400,105.51,94.85
92410,87.93,95.26
92420,87.92,95.26
92430,105.51,95.31
92440,87.92,95.31
92450,105.51,95.31
92460,87.92,95.36
92470,87.92,94.70
92480,105.50,95.52
92490,87.92,94.75
92500,105.49,95.52
92510,87.95,94.85
92520,105.51,95.62
92530,87.92,94.90
92540,87.92,95.78
92550,105.50,95.05
92560,87.93,95.94
92570,105.51,95.31
92580,87.92,96.15
92590,105.51,95.57
92600,87.92,96.20
92610,105.50,95.47
92620,87.92,96.30
92630,105.51,61.90
92640,87.92,96.36
92650,105.52,95.62
92660,87.92,96.36
92670,87.92,96.89
92680,105.51,96.46
92690,87.92,97.05
92700,105.51,96.57
92710,87.93,96.99
92720,105.51,96.57
92730,87.92,97.15
92740,105.52,96.62
92750,87.92,97.32
92760,105.51,96.83
92770,87.93,97.42
92780,105.51,96.83
92790,87.92,97.42
92800,105.52,96.94
92810,87.92,97.48
92820,105.51,96.99
92830,87.92,97.53
92840,105.51,97.05
92850,87.92,97.64
92860,105.51,97.15
92870,87.92,97.75
92880,105.52,97.32
92890,87.92,97.80
92900,105.48,97.42
92910,105.53,96.78
92920,87.93,97.64
92930,105.51,96.94
92940,87.92,97.80
92950,105.50,97.15
92960,87.93,97.91
92970,105.51,97.10
92980,87.92,97.86
92990,105.52,97.15
93000,105.48,97.91
93010,87.95,97.21
93020,105.50,98.08
93030,87.93,97.37
93040,105.51,98.19
93050,87.92,97.42
93060,105.51,98.41
93070,105.51,98.41
93080,87.92,98.46
93090,105.51,98.46
